scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	fdM_zscore	fdM_pvalue	fdM_abs	fdM_pvalue_adj	fdM_sig_005	fdM_sig_001	fdM_pvalue_bonferroni	busco_ids	busco_descriptions	gene_count	busco_ids.500kb	gene_count.500kb
4	5000001	5100000	5050750	6912	2560	108	74	0.1868	0.0575	0.033	0.2248690402932019	0.8220811547639528	0.033	0.9975364377295958	FALSE	FALSE	1	22618at8782,50412at8782,17821at8782	threonine synthase-like 2,Fatty acid-binding protein, liver,Histone-lysine N-methyltransferase SMYD1	3	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782	15
4	5100001	5200000	5148986	7403	2926	141.75	83.5	0.2586	0.0895	0.0499	0.8090299494349049	0.418497919469937	0.0499	0.9975364377295958	FALSE	FALSE	1	48192at8782,27722at8782,2778at8782	Immunoglobulin V-set domain,protein RMD5 homolog A,lysine-specific demethylase 3A	3	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782	15
4	5200001	5300000	5253405	6446	2606	90.875	40.125	0.3874	0.0803	0.0527	0.9058140053873763	0.36503430675269377	0.0527	0.9975364377295958	FALSE	FALSE	1	2778at8782,40373at8782,15385at8782	lysine-specific demethylase 3A,TB2/DP1/HVA22-related protein,mitochondrial inner membrane protein	3	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782	15
4	5300001	5400000	5347787	7555	2793	152.375	66.375	0.3931	0.1184	0.0703	1.5141709285171971	0.1299824929585447	0.0703	0.9975364377295958	FALSE	FALSE	1	15385at8782,14850at8782,1931at8782,25497at8782	mitochondrial inner membrane protein,Pentatricopeptide repeat,RNA polymerase Rpb1, domain 4,Glycosyl transferase family 29	4	36042at8782,36611at8782,6195at8782,22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782,37501at8782,40862at8782,25788at8782	18
4	5400001	5500000	5449464	7727	2967	139.75	92.75	0.2022	0.0703	0.0397	0.45645945989375863	0.6480596167143433	0.0397	0.9975364377295958	FALSE	FALSE	1	20125at8782	fibroblast growth factor receptor-like 1	1	22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782,37501at8782,40862at8782,25788at8782	15
4	5500001	5600000	5548380	9105	3824	180	126.75	0.1736	0.0641	0.0359	0.3251096696725474	0.7450980708146853	0.0359	0.9975364377295958	FALSE	FALSE	1	20125at8782	fibroblast growth factor receptor-like 1	1	22618at8782,50412at8782,17821at8782,48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782,37501at8782,40862at8782,25788at8782	15
4	5600001	5700000	5649904	8646	3156	161.5	100.75	0.2316	0.0859	0.0478	0.7364419074705513	0.46146180882664645	0.0478	0.9975364377295958	FALSE	FALSE	1	20125at8782	fibroblast growth factor receptor-like 1	1	48192at8782,27722at8782,2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782,37501at8782,40862at8782,25788at8782	12
4	5700001	5800000	5748351	8023	3009	135.75	111.5	0.0981	0.0364	0.0202	-0.21757235834666797	0.8277623233898868	0.0202	0.9975364377295958	FALSE	FALSE	1			0	2778at8782,40373at8782,15385at8782,14850at8782,1931at8782,25497at8782,20125at8782,37501at8782,40862at8782,25788at8782,31040at8782	11
4	5800001	5900000	5849894	6594	2649	99.375	60.875	0.2402	0.0629	0.0362	0.3354793899531694	0.7372634892736267	0.0362	0.9975364377295958	FALSE	FALSE	1	37501at8782,40862at8782,25788at8782	Zinc finger, RING-type,GOLD domain,spondin-2	3	15385at8782,14850at8782,1931at8782,25497at8782,20125at8782,37501at8782,40862at8782,25788at8782,31040at8782	9
4	5900001	6000000	5949804	7405	2726	132.625	68.875	0.3164	0.0986	0.0594	1.1374044249879334	0.25536925832078117	0.0594	0.9975364377295958	FALSE	FALSE	1			0	20125at8782,37501at8782,40862at8782,25788at8782,31040at8782	5
4	6000001	6100000	6050360	6239	2628	87.25	52.25	0.2509	0.0546	0.0356	0.31473994939192534	0.7529591093868868	0.0356	0.9975364377295958	FALSE	FALSE	1			0	20125at8782,37501at8782,40862at8782,25788at8782,31040at8782	5
4	6100001	6200000	6149914	6732	2842	54.125	36.625	0.1928	0.0309	0.0196	-0.23831179890791185	0.8116392707361986	0.0196	0.9975364377295958	FALSE	FALSE	1			0	20125at8782,37501at8782,40862at8782,25788at8782,31040at8782	5
4	6200001	6300000	6251988	7067	2752	74.75	61	0.1013	0.022	0.0134	-0.4526193513740987	0.6508228618166223	0.0134	0.9975364377295958	FALSE	FALSE	1	31040at8782	macrophage erythroblast attacher isoform X1	1	37501at8782,40862at8782,25788at8782,31040at8782	4
4	6300001	6400000	6348920	6495	2589	72.5	46	0.2236	0.0459	0.0287	0.07623638293762058	0.9392310375033444	0.0287	0.9975364377295958	FALSE	FALSE	1			0	37501at8782,40862at8782,25788at8782,31040at8782,37982at8782,26526at8782,12525at8782	7
4	6400001	6500000	6445999	5639	2277	78.625	41.625	0.3077	0.0801	0.0478	0.7364419074705513	0.46146180882664645	0.0478	0.9975364377295958	FALSE	FALSE	1			0	31040at8782,37982at8782,26526at8782,12525at8782	4
4	6500001	6600000	6550342	6263	2522	137.875	79.125	0.2707	0.1009	0.0585	1.1062952641460677	0.2685987409477426	0.0585	0.9975364377295958	FALSE	FALSE	1			0	31040at8782,37982at8782,26526at8782,12525at8782	4
4	6600001	6700000	6648214	5968	2192	88.125	74.625	0.0829	0.0281	0.0156	-0.37657473598287117	0.7064896656732833	0.0156	0.9975364377295958	FALSE	FALSE	1			0	31040at8782,37982at8782,26526at8782,12525at8782	4
4	6700001	6800000	6750007	6420	2387	69.25	37.75	0.2944	0.0565	0.0355	0.3112833759650513	0.75558520400663	0.0355	0.9975364377295958	FALSE	FALSE	1			0	31040at8782,37982at8782,26526at8782,12525at8782	4
4	6800001	6900000	6851883	7267	2829	128.875	60.375	0.362	0.1144	0.0626	1.2480147746479007	0.21202564659332146	0.0626	0.9975364377295958	FALSE	FALSE	1	37982at8782,26526at8782,12525at8782	histone RNA hairpin-binding protein,E3 ubiquitin-protein ligase TM129,transforming acidic coiled-coil-containing protein 3	3	37982at8782,26526at8782,12525at8782,17857at8782	4
4	6900001	7000000	6948200	6963	2603	122.625	84.125	0.1862	0.0552	0.0343	0.2698044948425635	0.7873106646410701	0.0343	0.9975364377295958	FALSE	FALSE	1			0	37982at8782,26526at8782,12525at8782,17857at8782,2696at8782	5
4	7000001	7100000	7051179	7523	2858	122.5	72	0.2596	0.0758	0.0441	0.6085486906762139	0.5428236228195855	0.0441	0.9975364377295958	FALSE	FALSE	1			0	37982at8782,26526at8782,12525at8782,17857at8782,2696at8782,21647at8782	6
4	7100001	7200000	7149668	7627	2787	124.375	78.625	0.2254	0.0698	0.0413	0.5117646347237425	0.6088157441456223	0.0413	0.9975364377295958	FALSE	FALSE	1			0	37982at8782,26526at8782,12525at8782,17857at8782,2696at8782,21647at8782	6
4	7200001	7300000	7251016	7664	2905	124	84.25	0.1909	0.0592	0.0354	0.30782680253817746	0.7582141257533694	0.0354	0.9975364377295958	FALSE	FALSE	1			0	37982at8782,26526at8782,12525at8782,17857at8782,2696at8782,21647at8782,35603at8782,8665at8782	8
4	7300001	7400000	7350849	7339	2802	89.75	65.25	0.1581	0.0423	0.0254	-0.037830540149220875	0.9698227942765583	0.0254	0.9975364377295958	FALSE	FALSE	1	17857at8782	LETM1-like	1	37982at8782,26526at8782,12525at8782,17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782	9
4	7400001	7500000	7450109	5888	2336	40	39	0.0127	0.0018	0.0011	-0.8777778828795986	0.3800642692434535	0.0011	0.9975364377295958	FALSE	FALSE	1	17857at8782,2696at8782	LETM1-like,SET domain	2	17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782	7
4	7500001	7600000	7549389	5765	2293	55	34.25	0.2325	0.0407	0.0265	1.9176754639294561e-4	0.9998469916364079	0.0265	0.9998469916364079	FALSE	FALSE	1	2696at8782,21647at8782	SET domain,negative elongation factor A	2	17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782,16951at8782	8
4	7600001	7700000	7650929	6570	2717	90.25	68.25	0.1388	0.0386	0.0229	-0.1242448758210704	0.9011213917144825	0.0229	0.9975364377295958	FALSE	FALSE	1			0	17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782	9
4	7700001	7800000	7749036	6247	2459	87.125	41.375	0.356	0.0857	0.053	0.9161837256679983	0.35957053981729437	0.053	0.9975364377295958	FALSE	FALSE	1	35603at8782,8665at8782	GNAT domain,DNA polymerase nu	2	17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782	10
4	7800001	7900000	7850234	6249	2598	63	55.5	0.0633	0.0121	0.0074	-0.6600137569865376	0.5092450011446932	0.0074	0.9975364377295958	FALSE	FALSE	1	8665at8782,43983at8782	DNA polymerase nu,max dimerization protein 4	2	17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782	12
4	7900001	8000000	7949961	6504	2554	54.625	48.625	0.0581	0.0115	0.007	-0.6738400506940336	0.5004130090199179	0.007	0.9975364377295958	FALSE	FALSE	1	8445at8782	FYVE zinc finger	1	17857at8782,2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782	16
4	8000001	8100000	8049182	6694	2858	55.25	64.25	-0.0753	-0.0146	-0.0092	-1.2338049458476188	0.2172755960161883	0.0092	0.9975364377295958	FALSE	FALSE	1	8445at8782,16951at8782	FYVE zinc finger,cilia- and flagella-associated protein 99	2	2696at8782,21647at8782,35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782	16
4	8100001	8200000	8151901	6977	2655	49	33.5	0.1879	0.0245	0.0155	-0.3800313094097451	0.7039221740721602	0.0155	0.9975364377295958	FALSE	FALSE	1	16951at8782,4054at8782	cilia- and flagella-associated protein 99,FAM193, C-terminal	2	35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782	14
4	8200001	8300000	8248480	7111	2749	52	96	-0.2973	-0.0673	-0.0398	-2.2915164144710576	0.021933563618183438	0.0398	0.8815425888244364	FALSE	FALSE	1	4054at8782,25983at8782	FAM193, C-terminal,TNFAIP3-interacting protein 2	2	35603at8782,8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782	16
4	8300001	8400000	8349213	6033	2482	69.375	24.125	0.484	0.078	0.0508	0.8401391102767707	0.400830393667841	0.0508	0.9975364377295958	FALSE	FALSE	1	24100at8782,10296at8782	SH2 domain,Class II aldolase/adducin N-terminal	2	8665at8782,43983at8782,8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782	16
4	8400001	8500000	8451324	6131	2520	37.125	27.125	0.1556	0.0179	0.0113	-0.5252073933384523	0.5994390258798783	0.0113	0.9975364377295958	FALSE	FALSE	1	10296at8782,25044at8782,9985at8782,15252at8782,358at8782	Class II aldolase/adducin N-terminal,Major facilitator superfamily,Nucleolar protein 14,RGS domain,huntingtin	5	8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782	14
4	8500001	8600000	8549528	6563	2595	42	55	-0.134	-0.0231	-0.0131	-1.3686113094957042	0.17112080690962106	0.0131	0.9975364377295958	FALSE	FALSE	1	358at8782,35584at8782	huntingtin,myb/SANT-like DNA-binding domain-containing protein 1	2	8445at8782,16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782	14
4	8600001	8700000	8650039	5998	2451	39.75	21.5	0.298	0.0355	0.0229	-0.1242448758210704	0.9011213917144825	0.0229	0.9975364377295958	FALSE	FALSE	1	35584at8782	myb/SANT-like DNA-binding domain-containing protein 1	1	16951at8782,4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782,32855at8782	14
4	8700001	8800000	8748000	6537	2550	104	53	0.3248	0.0807	0.0499	0.8090299494349049	0.418497919469937	0.0499	0.9975364377295958	FALSE	FALSE	1	13236at8782,13907at8782	Fibronectin, type I,IRS-type PTB domain	2	4054at8782,25983at8782,24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782,32855at8782	13
4	8800001	8900000	8848746	6889	2615	78.125	52.375	0.1973	0.0423	0.0268	0.010561487827014951	0.9915733085832596	0.0268	0.9988674040052263	FALSE	FALSE	1	13907at8782,33987at8782	IRS-type PTB domain,alpha-2-macroglobulin receptor-associated protein	2	24100at8782,10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782,32855at8782	11
4	8900001	9000000	8949535	6751	2572	90.75	60.5	0.2	0.0538	0.0308	0.14882442490197426	0.8816921769810631	0.0308	0.9975364377295958	FALSE	FALSE	1			0	10296at8782,25044at8782,9985at8782,15252at8782,358at8782,35584at8782,13236at8782,13907at8782,33987at8782,32855at8782,11654at8782	11
4	9000001	9100000	9049286	7210	2934	99.625	68.125	0.1878	0.0455	0.0275	0.034757501815132805	0.9722731087772964	0.0275	0.9975364377295958	FALSE	FALSE	1			0	358at8782,35584at8782,13236at8782,13907at8782,33987at8782,32855at8782,11654at8782	7
4	9100001	9200000	9151665	7230	3093	125	72	0.269	0.0673	0.0425	0.5532435158462303	0.5800966729841941	0.0425	0.9975364377295958	FALSE	FALSE	1	32855at8782	alpha-2C adrenergic receptor	1	35584at8782,13236at8782,13907at8782,33987at8782,32855at8782,11654at8782,18343at8782,10781at8782	8
4	9200001	9300000	9250655	7365	2961	94.125	56.625	0.2488	0.0555	0.0342	0.2663479214156897	0.7899712695809007	0.0342	0.9975364377295958	FALSE	FALSE	1			0	13236at8782,13907at8782,33987at8782,32855at8782,11654at8782,18343at8782,10781at8782	7
4	9300001	9400000	9347719	7249	2657	87.5	76.5	0.0671	0.0167	0.0101	-0.5666862744609401	0.5709273476993593	0.0101	0.9975364377295958	FALSE	FALSE	1			0	13907at8782,33987at8782,32855at8782,11654at8782,18343at8782,10781at8782,3385at8782	7
4	9400001	9500000	9451314	7177	2781	107.875	55.625	0.3196	0.0824	0.0502	0.8193996697155269	0.41255842331663484	0.0502	0.9975364377295958	FALSE	FALSE	1	11654at8782	Peptidase M14, carboxypeptidase A	1	32855at8782,11654at8782,18343at8782,10781at8782,3385at8782	5
4	9500001	9600000	9548986	7039	2805	110.875	53.625	0.348	0.0877	0.0541	0.9542060333636122	0.3399793612449167	0.0541	0.9975364377295958	FALSE	FALSE	1			0	32855at8782,11654at8782,18343at8782,10781at8782,3385at8782,11099at8782	6
4	9600001	9700000	9648550	6463	2568	96.5	45.5	0.3592	0.0867	0.0527	0.9058140053873763	0.36503430675269377	0.0527	0.9975364377295958	FALSE	FALSE	1	18343at8782,10781at8782	tRNA (uracil-O(2)-)-methyltransferase,Acyl-CoA oxidase, C-terminal	2	32855at8782,11654at8782,18343at8782,10781at8782,3385at8782,11099at8782,4550at8782	7
4	9700001	9800000	9747683	6325	2413	76.625	44.875	0.2613	0.0653	0.0385	0.41498057877127087	0.678156120528536	0.0385	0.9975364377295958	FALSE	FALSE	1	10781at8782	Acyl-CoA oxidase, C-terminal	1	11654at8782,18343at8782,10781at8782,3385at8782,11099at8782,4550at8782	6
4	9800001	9900000	9848575	6549	2553	87.625	70.875	0.1057	0.0304	0.0185	-0.27633410660352564	0.7822914620801622	0.0185	0.9975364377295958	FALSE	FALSE	1	3385at8782	Tetratricopeptide repeat	1	11654at8782,18343at8782,10781at8782,3385at8782,11099at8782,4550at8782	6
4	9900001	10000000	9947306	7226	2880	115	64.5	0.2813	0.0803	0.0495	0.795203655727409	0.4264950456111687	0.0495	0.9975364377295958	FALSE	FALSE	1			0	11654at8782,18343at8782,10781at8782,3385at8782,11099at8782,4550at8782	6
4	10000001	10100000	10049934	6706	2704	100	44.5	0.3841	0.088	0.0533	0.9265534459486203	0.35415843551272186	0.0533	0.9975364377295958	FALSE	FALSE	1	11099at8782	Actin filament-associated protein 1	1	18343at8782,10781at8782,3385at8782,11099at8782,4550at8782,45207at8782	6
4	10100001	10200000	10150781	6880	2889	97.25	50	0.3209	0.07	0.0444	0.6189184109568359	0.5359701091390883	0.0444	0.9975364377295958	FALSE	FALSE	1	4550at8782	Sortilin, N-terminal	1	18343at8782,10781at8782,3385at8782,11099at8782,4550at8782,45207at8782,35450at8782	7
4	10200001	10300000	10249346	7142	2989	93.625	60.625	0.2139	0.0509	0.0308	0.14882442490197426	0.8816921769810631	0.0308	0.9975364377295958	FALSE	FALSE	1	4550at8782	Sortilin, N-terminal	1	10781at8782,3385at8782,11099at8782,4550at8782,45207at8782,35450at8782,3357at8782	7
4	10300001	10400000	10349848	6589	2710	86.875	57.125	0.2066	0.049	0.0312	0.1626507186094701	0.8707934509981554	0.0312	0.9975364377295958	FALSE	FALSE	1	4550at8782	Sortilin, N-terminal	1	3385at8782,11099at8782,4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782	8
4	10400001	10500000	10450895	7274	2869	65.125	46.125	0.1708	0.0294	0.0184	-0.27979068003039964	0.7796381025082915	0.0184	0.9975364377295958	FALSE	FALSE	1	4550at8782	Sortilin, N-terminal	1	11099at8782,4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782	7
4	10500001	10600000	10549601	6953	3000	60.25	89	-0.1926	-0.0434	-0.026	-1.8145092815624477	0.06959935509514836	0.026	0.9975364377295958	FALSE	FALSE	1	45207at8782	GrpE nucleotide exchange factor	1	11099at8782,4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782	8
4	10600001	10700000	10651842	6697	2771	58.25	52.75	0.0495	0.0097	0.0058	-0.7153189318165214	0.4744119928955588	0.0058	0.9975364377295958	FALSE	FALSE	1	45207at8782,35450at8782	GrpE nucleotide exchange factor,transcriptional adapter 2-beta	2	4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782	7
4	10700001	10800000	10750666	5686	2398	65.75	29	0.3879	0.0686	0.0432	0.5774395298343481	0.563642577037939	0.0432	0.9975364377295958	FALSE	FALSE	1	3357at8782	Protein of unknown function DUF4603	1	4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782	7
4	10800001	10900000	10850430	6504	2706	83.75	57	0.1901	0.046	0.0274	0.03130092838825884	0.9750295500253376	0.0274	0.9975364377295958	FALSE	FALSE	1	52864at8782,5059at8782	EF-hand domain,Glycosyl hydrolase family 38, C-terminal	2	4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782,12843at8782	8
4	10900001	11000000	10952526	6036	2424	63.375	45.375	0.1655	0.0368	0.0224	-0.14152774295544032	0.8874530449072977	0.0224	0.9975364377295958	FALSE	FALSE	1			0	4550at8782,45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782,12843at8782,5624at8782	9
4	11000001	11100000	11049263	6897	2675	87.75	52.75	0.2491	0.0566	0.0347	0.2836307885500596	0.7766933398003506	0.0347	0.9975364377295958	FALSE	FALSE	1	8430at8782	wolframin	1	45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782,12843at8782,5624at8782	8
4	11100001	11200000	11146067	6256	2527	51	72.75	-0.1758	-0.0398	-0.0249	-1.7764869738668339	0.07565268705304273	0.0249	0.9975364377295958	FALSE	FALSE	1			0	45207at8782,35450at8782,3357at8782,52864at8782,5059at8782,8430at8782,12843at8782,5624at8782,51792at8782	9
4	11200001	11300000	11251604	6192	2472	67.375	63.875	0.0267	0.006	0.0039	-0.780993826927127	0.4348061254148614	0.0039	0.9975364377295958	FALSE	FALSE	1			0	3357at8782,52864at8782,5059at8782,8430at8782,12843at8782,5624at8782,51792at8782	7
4	11300001	11400000	11350345	6494	2577	63.5	50.75	0.1116	0.0226	0.0139	-0.43533648423972887	0.6633182062663248	0.0139	0.9975364377295958	FALSE	FALSE	1	12843at8782	ellis-van Creveld syndrome protein	1	52864at8782,5059at8782,8430at8782,12843at8782,5624at8782,51792at8782	6
4	11400001	11500000	11452745	6840	3040	62.375	64.625	-0.0177	-0.0036	-0.0023	-0.995301379393314	0.31958970710442114	0.0023	0.9975364377295958	FALSE	FALSE	1	12843at8782,5624at8782	ellis-van Creveld syndrome protein,Limbin	2	8430at8782,12843at8782,5624at8782,51792at8782,34895at8782	5
4	11500001	11600000	11546633	5791	2285	56	36	0.2174	0.0406	0.0238	-0.0931357149792045	0.9257957442847002	0.0238	0.9975364377295958	FALSE	FALSE	1			0	8430at8782,12843at8782,5624at8782,51792at8782,34895at8782,9390at8782,37467at8782,48501at8782,14868at8782,23550at8782	10
4	11600001	11700000	11649482	6103	2535	80	52.75	0.2053	0.05	0.0309	0.15228099832884823	0.8789653112640576	0.0309	0.9975364377295958	FALSE	FALSE	1	51792at8782	Cytokine-like protein 1	1	12843at8782,5624at8782,51792at8782,34895at8782,9390at8782,37467at8782,48501at8782,14868at8782,23550at8782	9
4	11700001	11800000	11748698	6439	2664	76.75	42	0.2926	0.0588	0.0381	0.401154285063775	0.6883065357625278	0.0381	0.9975364377295958	FALSE	FALSE	1			0	12843at8782,5624at8782,51792at8782,34895at8782,9390at8782,37467at8782,48501at8782,14868at8782,23550at8782,12620at8782	10
